round_epochs,val_loss,val_acc,loss,acc,alphabet_size,batch_size,control_class_weight,conv_activation,conv_bias_initializer,conv_kernel_initializer,conv_output_space,conv_padding,dense_activation,dense_bias_initializer,dense_kernel_initializer,dense_units_layer_2,dense_units_layer_3,dropout,epochs,large_filter_length,last_activation,loss,lr,max_sentence_length,number_of_large_filters,number_of_small_filters,optimizer,pd_class_weight,pool_length,small_filter_length
6,0.6935599558373802,0.37606837734197957,0.6931504652656977,0.36415633920036805,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,0.1,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.12037483341673501,0.3760683786155831,0.12012105721365962,0.3641563391151374,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,logcosh,4.06,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
7,0.6965875100885701,0.3760683765778175,0.6938428579908649,0.5376549096080209,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.1,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,4,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.11997665547662312,0.6239316240589843,0.12021759504699162,0.5948522402571995,51,16,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,logcosh,6.039999999999999,200,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.11976371673691986,0.6239316213844169,0.12019660709527018,0.635843660288248,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.0,200,32,sigmoid,logcosh,6.039999999999999,200,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.12092799190272632,0.37606837734197957,0.1201375871399565,0.36415633920036805,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.30000000000000004,200,8,sigmoid,logcosh,0.1,200,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.6935880530593742,0.3760683786155831,0.6935718797069146,0.46425166831230186,51,64,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.1,200,16,sigmoid,binary_crossentropy,8.02,200,4,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,8
9,0.692698781306927,0.6239316240589843,0.6933225843881402,0.609151572955007,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,4.06,200,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
10,0.6937435391621712,0.37606837734197957,0.6934445508896907,0.4089609149016007,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.12014587732971224,0.3760683765778175,0.12027168387566667,0.3755958055432804,51,16,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,8.02,200,4,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6930669143668606,0.6239316213844169,0.6930146196890832,0.585319352104507,51,64,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.11906311291659999,0.6239316213844169,0.12015478564399669,0.635843661311016,51,64,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.4,200,8,sigmoid,logcosh,0.1,200,2,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.12017649698715943,0.37606837734197957,0.12023491815826345,0.5757864633267896,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.4,200,8,sigmoid,logcosh,6.039999999999999,200,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.11978808389260219,0.6239316240589843,0.12023697566201962,0.6244041946982065,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.0,200,16,sigmoid,logcosh,6.039999999999999,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.11975293581047629,0.6239316240589843,0.12018967454665269,0.38417540526140065,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.30000000000000004,200,8,sigmoid,logcosh,4.06,200,4,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.69282311353928,0.6239316280071552,0.6932116097444802,0.5700667299635644,51,32,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,binary_crossentropy,2.08,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
7,0.1201702850496667,0.3760683765778175,0.12017364780089194,0.44137273602422017,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.4,200,16,sigmoid,logcosh,8.02,200,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.12000532327299444,0.6239316213844169,0.1201895230917617,0.5900857956552642,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.0,200,32,sigmoid,logcosh,8.02,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.6931918151358254,0.37606837734197957,0.6934520347102467,0.41086749341853807,51,32,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.0,200,8,sigmoid,binary_crossentropy,4.06,200,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6936736152722285,0.37606837734197957,0.6932956853631114,0.4432793134615692,51,32,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.4,200,32,sigmoid,binary_crossentropy,2.08,200,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.11986714856237428,0.6239316240589843,0.12016006193351927,0.6282173498854169,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.0,200,16,sigmoid,logcosh,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.11997928642309628,0.6239316280071552,0.12013862920557464,0.6358436601746071,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.2,200,16,sigmoid,logcosh,2.08,200,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.6942835536777464,0.3760683765778175,0.6932214397947714,0.369876072535183,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.30000000000000004,200,16,sigmoid,binary_crossentropy,2.08,200,4,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.6908679339620802,0.6239316240589843,0.6931839993843246,0.6358436608564524,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,64,0.2,200,8,sigmoid,binary_crossentropy,0.1,200,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.12044111467324771,0.37606837734197957,0.12014858660468382,0.37940896085833686,51,32,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,logcosh,4.06,200,4,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.6890553225818862,0.6239316280071552,0.6931250250487241,0.635843661311016,51,32,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.1,200,32,sigmoid,binary_crossentropy,0.1,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.6885452382584922,0.6239316240589843,0.6933934418671011,0.6358436607428115,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.30000000000000004,200,16,sigmoid,binary_crossentropy,0.1,200,4,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
7,0.6944287485546536,0.37606837734197957,0.6933179985806417,0.36034318432567003,51,32,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.1,200,32,sigmoid,binary_crossentropy,8.02,200,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.12037373614362162,0.3760683765778175,0.12020355745709659,0.41849380362960015,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.2,200,32,sigmoid,logcosh,2.08,200,1,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.1204306296685822,0.3760683786155831,0.12139317141162201,0.5347950435798434,51,64,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,64,0.1,200,16,sigmoid,logcosh,6.039999999999999,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,2
6,0.1202998754178357,0.410256410511131,0.12027773666626164,0.5586272642030616,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.2,200,16,sigmoid,logcosh,8.02,200,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.11999305108418831,0.6239316213844169,0.12014142254117105,0.635843660799632,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.1,200,8,sigmoid,logcosh,2.08,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
10,0.6930973646987197,0.6239316240589843,0.6939067325782957,0.36415633938503444,51,16,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,1,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.6949986295822339,0.3760683765778175,0.6939533859122016,0.5147759771494779,51,16,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.1,200,16,sigmoid,binary_crossentropy,8.02,200,4,4,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,8
6,0.6912673344978919,0.6239316213844169,0.6931878222069136,0.6358436606859911,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,64,0.1,200,32,sigmoid,binary_crossentropy,0.1,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
7,0.694640012887808,0.3760683765778175,0.6934679188082852,0.4575786463369405,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.2,200,8,sigmoid,binary_crossentropy,6.039999999999999,200,2,4,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.6939786805046929,0.3760683786155831,0.6932294148848782,0.3660629168081784,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.4,200,8,sigmoid,binary_crossentropy,0.1,200,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
9,0.6924220613944225,0.6239316280071552,0.693141526046313,0.5490943762776509,51,32,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.2,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.12060815790015408,0.3760683786155831,0.1201258805306101,0.36415633920036805,51,64,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.30000000000000004,200,8,sigmoid,logcosh,8.02,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.12007725264272119,0.6239316213844169,0.12017986456108048,0.4966634896053827,51,64,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.0,200,8,sigmoid,logcosh,8.02,200,1,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.6935291825196682,0.37606837734197957,0.6932489371958861,0.36415633920036805,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,64,0.4,200,16,sigmoid,binary_crossentropy,6.039999999999999,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.12004998262621398,0.6239316213844169,0.12016705182816893,0.6358436601746071,51,64,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,16,32,0.4,200,16,sigmoid,logcosh,4.06,200,2,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.1195235871988484,0.6239316213844169,0.12022708555252014,0.448045757608941,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.30000000000000004,200,32,sigmoid,logcosh,4.06,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
6,0.6930958297517564,0.6239316240589843,0.6933368275686033,0.5748331744802692,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,16,32,0.4,200,8,sigmoid,binary_crossentropy,4.06,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,4
6,0.11992256604453437,0.6239316240589843,0.12030647572900592,0.40324118224863104,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.4,200,16,sigmoid,logcosh,8.02,200,2,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
11,0.7162180502190549,0.46153846459511,0.5962301806339886,0.6720686369390005,51,64,0.7863568215892054,relu,uniform,uniform,32,same,relu,uniform,uniform,32,32,0.2,200,16,sigmoid,binary_crossentropy,2.08,200,1,1,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
8,0.1200850993140131,0.6239316280071552,0.12012234977930358,0.528122021029175,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,64,0.4,200,32,sigmoid,logcosh,4.06,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.12019454929818454,0.37606837734197957,0.12011835373959391,0.36701620565469883,51,32,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,32,32,0.1,200,16,sigmoid,logcosh,0.1,200,2,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
7,0.6926809671597604,0.6239316240589843,0.6933589115156459,0.4718779790560556,51,16,0.7863568215892054,relu,uniform,uniform,16,same,relu,uniform,uniform,16,32,0.2,200,32,sigmoid,binary_crossentropy,4.06,200,1,2,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,8
6,0.6880581541958019,0.6239316213844169,0.6933978198254188,0.6358436604018889,51,64,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,64,0.0,200,8,sigmoid,binary_crossentropy,0.1,200,1,1,<class 'keras.optimizers.Adam'>,1.3730366492146597,2,2
6,0.11943841598227493,0.6239316240589843,0.12022096909461871,0.5519542421921875,51,16,0.7863568215892054,relu,uniform,uniform,8,same,relu,uniform,uniform,32,32,0.30000000000000004,200,32,sigmoid,logcosh,4.06,200,2,2,<class 'keras.optimizers.Nadam'>,1.3730366492146597,2,4
